Cluster,Topics
1282,"police, license, solution, region, maintenance"
1283,"ben, peak, collins, program, cua"
1284,"96, cto, 7070, optiplex, uff"
1285,"doing, dollar, support, development, web"
1286,"dollars, mechanical, laboratory, casual, technician"
1287,"elyse, del, fante, dela, nougerede"
1288,"öld, subscription, pro, capital, iq"
1289,"lanes, design, boulevard, grand, detailed"
1290,"pacific, mapping, terminus, wayfinding, application"
1291,"internet, primary, protocol, nominated, connor"
1292,"case, analyst, writer, denise, calder"
1293,"impact, matagarup, hub, hosting, mba"
1294,"rph, creation, smoke, compartments, 500m2"
1295,"contractors, car, 25, parks, tto"
1296,"genesys, 342, trucks, network, equipment"
1297,"safety, professional, morley, line, ellenbrook"
1298,"painting, police, internal, prefabrication, external"
1299,"corruption, netbackup, djookanup, cuatps2019, personnel"
1300,"lamson, contract, senior, procurement, consultant"
1301,"industries, local, cultural, sport, case"
1302,"emhs, workforce, reimagined, manager, westport"
1303,"dpc, support, hedland, housing, digital"
1304,"dollar, öld, survey, culture, denison"
1305,"epas, pole, hbfs, change, od"
1306,"victoria, psp, propulsion, pv, houtman"
1307,"doj201806350, bid, coaching, agile, 322020"
1308,"block, access, sir, charles, gairdner"
1309,"tick, dpird2023029, officer, dfes018125, dfes016331"
1310,"thinning, kangaroo, health, strengthening, aboriginal"
1311,"dol, review, covid, fund, relief"
1312,"doing, doh202210329, öld, executive, assistant"
1313,"june, july, cost, feasibility, studies"
1314,"wheels, armorzone, hpe, servers, supply"
1315,"prison, marking, assessment, pavement, maintenance"
1316,"multipurpose, school, controller, oval, education"
1317,"doj201806350, doj, dollars, staff, temp"
1318,"f5, edition, big, activity, lis"
1319,"level, block, room, dd, specimen"
1320,"confirm, held, mandatory, optional, attendance"
1321,"dhs, matrox, rebate, footbridges, 1records"
1322,"personnel, hays, cuatps2019, recruitment, temp"
1323,"doing, öld, senior, officer, buying"
1324,"doh202210329, dol800116, öld, engineer, ptocc"
1325,"officer, christine, gao, celine, drfawa"
1326,"bus, depot, joondalup, panels, solar"
1327,"ray, sevices, paypal, nearmap, parenting"
1328,"doj20200817, perth, house, nursing, watch"
1329,"provide, contract, transport, school, bus"
1330,"wilgie, yunderup, morawa, bridge, asset"
1331,"doherty, doh20206805, öld, seeder, plot"
1332,"öld, review, proponent, nwahf, 191206"
1333,"science, sac, cul, ramp, universal"
1334,"cape, naturaliste, college, electricity, cuaelc2012"
1335,"requires, waste, pta, australia, western"
1336,"hdpe, recycle, bicycles, delivery, supply"
1337,"doherty, dol800116, hr, 1hr, analyst"
1338,"dollar, öld, contract, officer, administration"
1339,"experienced, facility, education, health, school"
1340,"reporting, employment, property, technology, consulting"
1341,"doh20206805, documented, software, integration, 4sight"
1342,"profisee, independent, maintenance, licence, software"
1343,"portable, coordinator, 19, covid, pathology"
1344,"mapping, fresh, boat, rocks, marina"
1345,"cul, byford, controller, coffee, cure"
1346,"upgrade, lg01302015, joondalup, ssc, jn20222341"
1347,"teachers, round, 53, apple, notebook"
1348,"engineering, manager, line, ellenbrook, morley"
1349,"fsh, hospital, fiona, stanley, radiopharmaceuticals"
1350,"change, interim, metronet, communications, coordinator"
1351,"analyst, test, backfill, ellipse, v9"
1352,"lenovo, desktop, supply, computers, cuacmd2014"
1353,"cost, stem, science, health, architectural"
1354,"upgrade, classrooms, education, septic, district"
1355,"data, migration, kaartdijin, promapp, analysis"
1356,"new, assessment, advertising, stakeholder, systems"
1357,"banking, information, technology, anpr, cyclone"
1358,"payroll, systems, requires, dmirs, analyst"
1359,"pfm, experienced, existing, primary, school"
1360,"46, teachers, round, notebooks, apple"
1361,"gareth, litter, standards, western, australia"
1362,"documenting, supply, 50, laptop, pcs"
1363,"charthouse, beechboro, school, primary, electricity"
1364,"flex, flocked, 3ml, uvt, minitip"
1365,"fees, 02, 2027, database, administrator"
1366,"transperth, southern, transport, bus, depot"
1367,"doh202210329, dol, öld, communications, unified"
1368,"senior, colin, bedells, technician, telecommunications"
1369,"controller, curtains, station, bayswater, turnback"
1370,"configuration, sourcing, ost, contract, coordinator"
1371,"school, secondary, architectural, education, panel"
1372,"routing, calling, transcription, booking, scgophcg"
1373,"support, traffic, vehicle, heavy, personnel"
1374,"upper, dplhpe007844, ak, block, derby"
1375,"lg00802019, swan, upper, quinns, geodetic"
1376,"doh202210329, online, portal, sprints, empired"
1377,"surveillance, toilet, police, cctv, upgrade"
1378,"margaret, karalundi, school, empowerhr, bus"
1379,"doj, construction, signal, footing, 294"
1380,"dolphin, öld, asset, assistant, accountant"
1381,"synapse, hospital, panel, architectural, health"
1382,"refurbishment, female, replacement, block, kemh"
1383,"icu, switchear, 80kva, r1542, 11kv"
1384,"intelligence, davey, peoplebank, desk, analyst"
1385,"pathwest, ventilation, minor, improvement, program"
1386,"doherty, doh202210329, suse, renewal, licence"
1387,"support, officer, grants, hardford, chloe"
1388,"communities, release, transport, network, information"
1389,"ramp, mission, maintainability, mukinbudin, modifications"
1390,"mobile, asm, phone, net, developer"
1391,"aboriginal, pre, conservation, biodiversity, seeking"
1392,"research, rph, fund, imaging, round"
1393,"delivery, cab, crew, isuzu, nls"
1394,"creative, communications, covid, 19, museum"
1395,"audit, design, test, development, support"
1396,"metropolitan, alternative, critically, educational, health"
1397,"mel, despatch, volunteer, telstra, retrieval"
1398,"private, licenses, licences, cloud, cultural"
1399,"unified, isca, guard, statistician, hospital"
1400,"madeley, willandra, school, primary, electricity"
1401,"year, click, campus, devices, multifunctional"
1402,"additions, data, primary, education, building"
1403,"executive, coaching, research, bedding, kpbg"
1404,"reporting, migration, analyst, replacement, lis"
1405,"dmirs480420, nopims, developer, net, dmirs"
1406,"student, licence, creative, adobe, fme"
1407,"doj201806350, doj, doing, doh202210329, ict"
1408,"adhoc, civil, maintenance, crew, cyclic"
1409,"primary, classroom, storage, buildings, removed"
1410,"force, australia, fitout, police, facilities"
1411,"grace, vaughan, 233, 6008, stubbs"
1412,"builders, classrooms, school, high, yard"
1413,"fujifilm, wafes, campaign, advertising, freo"
1414,"internal, high, primary, senior, school"
1415,"poweredge, r750, dpird2023032, levy, network"
1416,"implementation, shs, northam, dsi, saqp"
1417,"laptops, island, delivery, rottnest, supply"
1418,"doj201806350, doj, öld, officer, olsen"
1419,"medical, implementation, solution, platform, imaging"
1420,"issued, review, cuahrs2021, ict, cultural"
1421,"bed, bath, lot, dwelling, kununurra"
1422,"district, clinical, hospital, mental, health"
1423,"carpet, lg00672022, tiles, architect, creative"
1424,"trade, delivery, turn, zero, mower"
1425,"dol, öld, leader, caravan, my2021"
1426,"advertising, program, whiteman, digital, park"
1427,"lot, boat, harbour, hillarys, activation"
1428,"öld, case, stages, psup, ia"
1429,"hosting, tafe, regional, broome, ndis"
1430,"doing, doherty, dollar, hire, labour"
1431,"cat1, radio, coral, cuaicts2021, analyst"
1432,"doing, dollar, support, f5, monitors"
1433,"engravers, atsc4, support, desktop, supply"
1434,"development, framework, phase, movement, congestion"
1435,"katanning, senior, education, training, fencing"
1436,"package, internals, line, station, kalgoorlie"
1437,"reactive, planned, maintenance, preventative, cahs"
1438,"dol800116, öld, smart, hotel, medi"
1439,"dome, supply, high, visibility, vests"
1440,"school, primary, high, refurbishment, education"
1441,"category, assist, strategy, engagement, communications"
1442,"giles, hepa, charges, gloves, levee"
1443,"sector, peak, advocacy, agreements, bodies"
1444,"best, website, buy, eat, dpird2021101"
1445,"lakeland, school, high, electricity, senior"
1446,"doing, dmirs21661, dmirs21658, field, assistant"
1447,"guard, static, excluding, june, security"
1448,"cua, southern, tps2019, regions, dtf"
1449,"systems, network, control, datacentre, csdc"
1450,"910, great, eastern, track, bridge"
1451,"premier, laptops, carbon, lenovo, g7"
1452,"planner, signage, environmental, officer, personnel"
1453,"contractor, leadership, boola, bardip, museum"
1454,"ceiling, plaster, glass, beachlands, d1"
1455,"months, cuatps2019, theatre, store, clerk"
1456,"disposable, headsets, products, sale, forest"
1457,"resource, stop, exhaust, courthouse, bus"
1458,"doj202000945, öld, strategy, roadmap, sap"
1459,"high, network, school, senior, hardware"
1460,"greenough, crossing, maintenance, battening, earthworks"
1461,"stanley, warralong, replace, accident, water"
1462,"dol, supply, including, trade, loader"
1463,"tendering, construction, 2016, code, building"
1464,"psup, bulong, strategy, nwch, 2022"
1465,"professional, support, road, personnel, planning"
1466,"transport, australia, telecommunication, telstra, scanner"
1467,"biology, human, kits, dna, profiling"
1468,"support, intranet, development, manager, engineering"
1469,"clinical, rph, physics, iodine, 131"
1470,"dollars, metronet, ptocc, quantity, surveyor"
1471,"öld, officer, processing, ais, receptionist"
1472,"centre, internal, external, painting, kalbarri"
1473,"dmirs20351, test, dmirs20401, mobility, analyst"
1474,"rehabilitation, supply, sites, electricity, contestable"
1475,"temp, walker, laree, personnel, cuatps2019"
1476,"doing, dollar, öld, platform, survey"
1477,"wellbeing, phase, engineer, station, lakelands"
1478,"high, train, automatic, capacity, signalling"
1479,"analyst, information, data, design, required"
1480,"dwelling, investment, bed, bath, sh"
1481,"power, emergency, ip, connectivity, network"
1482,"cloud, cuaelc2012, sites, electricity, various"
1483,"daping, college, stem, ec21, gilmore"
1484,"doj, dollar, finance, coordinator, deployment"
1485,"whs, govt, government, microsoft, licensing"
1486,"infrastructure, sustainability, registration, council, isc"
1487,"applicator, principal, desk, vertical, officer"
1488,"dol, microsoft, fit, rooms, teams"
1489,"support, admin, supply, data, cleansing"
1490,"vaccination, appointment, scheduling, international, marcoms"
1491,"baseline, estimating, rail, extension, byford"
1492,"supply, clerical, south, region, west"
1493,"park, hydrant, balcony, redgate, upgrade"
1494,"government, design, family, communications, fitout"
1495,"tracking, bench, censitrac, rexroth, counting"
1496,"öld, health, safety, occupational, assistant"
1497,"qualified, provide, cleaning, development, support"
1498,"doing, doherty, dollar, öld, engineering"
1499,"seeking, supply, platform, park, whiteman"
1500,"dol800116, öld, electricity, step, synergy"
1501,"12, lot, dsi, goulds, narngulu"
1502,"doj20200817, new, procurement, structure, recruitment"
1503,"fiibreglass, dpird2022035, fabrication, 800, trays"
1504,"dol800116, öld, data, migration, gis"
1505,"round, notebooks, rollout, cuacmd2021, inch"
1506,"issued, upstream, bunbury, cuaafa2018, migrations"
1507,"configuration, rail, systems, platforms, engineer"
1508,"education, transportable, installation, primary, classroom"
1509,"initiative, pilot, controls, exemption, 85_21"
1510,"doj202000945, solution, room, vaccinatewa, waiting"
1511,"subscription, staff, host, amenities, startup"
1512,"undercover, seniors, area, structure, shade"
1513,"electrical, mechanical, scope, extended, cannington"
1514,"network, supply, museum, infrastructure, group"
1515,"program, prevention, cancer, cervical, waccpp"
1516,"ps, riverside, remove, education, pp"
1517,"facility, rph, ed, pathways, respiratory"
1518,"dollar, öld, systems, communications, technician"
1519,"electrical, recycling, fixture, waterwise, pilbara"
1520,"923, cov, laptops, c19rbc, 123"
1521,"vaccination, house, empowering, purchase, emergency"
1522,"road, brabham, wheelchair, wc, durham"
1523,"vehicle, training, hospital, development, westport"
1524,"hrs, fume, cupboard, cuaarg2019, fertiliser"
1525,"camhs, apps, support, testing, hagis"
1526,"health, roof, school, education, replacement"
1527,"refurbishment, yard, pre, wycombe, gla"
1528,"supply, level, reticulated, gas, health"
1529,"school, installation, education, modular, classroom"
1530,"cuaicts2015, portfolio, ppm, cuatps2019, manager"
1531,"engagement, online, nanopore, gridion, platform"
1532,"signalling, atc, train, control, engineer"
1533,"support, ict, resource, executive, director"
1534,"managed, personnel, techone, dwer105122, dwer302723"
1535,"spatial, fass, fcwa, developer, web"
1536,"expansion, rph, yanchep, change, manager"
1537,"ibm, records, software, intranet, information"
1538,"midland, superintendent, ict, replacement, procurement"
1539,"primary, road, sa12, painting, ocean"
1540,"dollar, portal, path, forrestfield, fal"
1541,"network, framework, competency, assessment, analyst"
1542,"local, sport, cultural, hockey, consultancy"
1543,"skid, quality, hardware, server, supply"
1544,"hays, period, recruitment, cuatps2019, 2023"
1545,"unde, architect, assistant, curator, cuatps2019"
1546,"north, river, manager, margaret, heritage"
1547,"seal, restoration, shoulders, brookton, 800"
1548,"industry, hospital, reforms, x10, bunbury"
1549,"information, 2022, workshop, sessions, hvs"
1550,"administration, digital, coordination, personnel, communications"
1551,"dol, öld, diagnostics, vitro, communications"
1552,"new, communities, facility, rottnest, island"
1553,"ground, representative, superintendent, decommissioning, tank"
1554,"öld, site, contract, utilities, electricity"
1555,"veris, objective, thrive, housing, marlamanu"
1556,"finance, performance, review, independent, dap"
1557,"stage, rd, resealing, tom, sprayed"
1558,"annual, position, support, orchestration, officer"
1559,"audit, systems, delivery, associated, health"
1560,"recruitment, hays, 038, executive, assistant"
1561,"doj202000945, upgrade, hardware, ellipse, ritm0097058"
1562,"subscription, web, station, guildford, budgeting"
1563,"colleges, profiles, defibrillators, philips, tour"
1564,"slurry, courtyard, melbourne, organic, relativity"
1565,"mba, mandurah, area, licensing, manjimup"
1566,"radio, office, katanning, machinery, emergency"
1567,"2020, plan, internal, 21, audit"
1568,"disposal, whiteman, hakea, waste, cuawas2016"
1569,"primary, pro, macbook, bertram, ipad"
1570,"refurbishment, hand, therapy, 04, hulc"
1571,"garden, botanic, path, realignment, zamia"
1572,"öld, ongoing, cattle, abydos, woodstock"
1573,"isobel, analyst, maltese, mike, wiese"
1574,"assessor, audit, senior, analyst, smartrider"
1575,"held, refurbishment, site, mandatory, 2020"
1576,"access, response, nmhs, taskforce, heart"
1577,"dol, review, locomotive, u201, wheelset"
1578,"chemalert, exit, records, various, chemical"
1579,"protective, fund, ppe, probity, attraction"
1580,"shade, football, bore, hbf, arena"
1581,"lane, engagement, cuatps2019, slk, 2019"
1582,"fcwa, fass, feasibility, fabrication, machinery"
1583,"sdv, sandra, asset, kofax, software"
1584,"specification, gravel, incident, civil, support"
1585,"implementation, applications, program, manager, invest"
1586,"dol, öld, model, sustainability, retail"
1587,"campus, tafe, wa, health, supply"
1588,"doing, doh202210329, öld, marketing, assistant"
1589,"500mm, truck, wall, components, mila"
1590,"data, analysis, reporting, vats, sruti"
1591,"geometric, krff, hydraulics, desk, lak"
1592,"buggy, refresh, electric, gsr, supply"
1593,"accommodation, parking, accounting, coach, aasb"
1594,"clarify, site, mandatory, attendance, tenderers"
1595,"capability, hss, hrmis, maturity, cbsp"
1596,"primary, fraser, college, beach, cable"
1597,"primary, junior, program, airconditioning, block"
1598,"park, 2019, 20, advertising, whiteman"
1599,"procurement, headsets, poly, govnext, telephony"
1600,"asha, film, graffitti, riya, stanlin"
1601,"purchased, iform, reform, ict, cuaicts2015"
1602,"relocation, kitchen, cell, padded, derby"
1603,"doj201806350, doing, öld, accountant, cbs"
1604,"dome, domed, support, office, 365"
1605,"sunbury, domed, washers, hospital, sap"
1606,"plan, board, master, park, burswood"
1607,"dollars, licenses, commvault, metallic, telecommunication"
1608,"slwa, mailing, workcover, stcwa, wa"
1609,"solution, tengraph, transformation, caps, analyst"
1610,"doing, dollar, öld, upgrade, objects"
1611,"installation, communities, seeking, community, training"
1612,"java, experience, support, knowledge, program"
1613,"evolution, civil, regular, engineering, cleaning"
1614,"radio, ncc, consoles, ancf, zetron"
1615,"corporation, 01, 2020, wl032, wloa"
1616,"australia, health, ningaloo, development, looma"
1617,"surveyor, surveying, systems, radio, quantity"
1618,"geochronology, inteliliving, integration, change, cancer"
1619,"theatre, infrastructure, state, bus, draft"
1620,"sales, scrum, tax, ada, master"
1621,"country, accounting, levy, payroll, audit"
1622,"career, tafe, supply, training, commissioning"
1623,"doj, öld, coordinator, gerry, tomekova"
1624,"covid, pre, post, cahs, laptops"
1625,"safety, human, capital, imperva, implementation"
1626,"doherty, dol800116, öld, collie, sheds"
1627,"health, aboriginal, neurological, biplanar, niiswa"
1628,"replacement, room, ceiling, wickepin, a6"
1629,"öld, emergency, purchase, fridges, freezers"
1630,"gla, storage, education, 1x, tafe"
1631,"doherty, dol, removal, cahs, buoyant"
1632,"trial, dynamics, trials, grains, applciation"
1633,"personnel, ruchini, spatial, wijesekara, temp"
1634,"trustee, exhaust, leavers, retailer, health"
1635,"ward, compatible, hamilton, mri, ventilator"
1636,"developer, web, transwa, parmar, jayeshkumar"
1637,"pfm, quotes, bmw, completed, expected"
1638,"pty, govnext, atos, telephony, ip"
1639,"midland, upgrade, police, health, security"
1640,"cisco, upgrading, mental, smartrider, walkways"
1641,"ref, qte, rq5196, radio, monopole"
1642,"indemnity, azure, availability, route, express"
1643,"öld, medical, shicc, goods, dpmu"
1644,"loader, chipper, supply, trade, plus"
1645,"dol800116, delivery, dpird2022011, excavation, soils"
1646,"charges, baldivis, minolta, konica, koorana"
1647,"lg00522020, lg00012020, ellenbrook, australind, geodetic"
1648,"dot403421, cahs, supply, pcs, laptops"
1649,"cctv, upgrade, residential, college, education"
1650,"metavision, communities, wa, street, lot"
1651,"571, nannie, remediation, 882, redbank"
1652,"rostering, architecture, reform, infringement, program"
1653,"ponds, sculptures, otter, perth, zoo"
1654,"ppe, support, health, emergency, purchase"
1655,"bomb, menzies, overage, morapoi, crib"
1656,"assistant, manager, station, bayswater, turnback"
1657,"block, levels, qeii, toilets, refubishment"
1658,"communities, provide, ict, wa, support"
1659,"domed, disposal, waste, rocks, marina"
1660,"school, supply, primary, ipads, laptops"
1661,"nash, workplace, interior, panel, fitout"
1662,"26640, street, wright, bus, embayment"
1663,"administration, clerical, support, redevelopment, development"
1664,"19, 002, sale, pine, rounds"
1665,"design, mechanical, lease, concession, draftsperson"
1666,"officer, purchase, 19, procurement, block"
1667,"retail, serve, essential, travel, taxi"
1668,"doherty, öld, servers, lenovo, dr"
1669,"pta, corporate, functional, consolidation, review"
1670,"corporation, icn, tjarutja, paupiyala, 828"
1671,"contractor, senior, procurement, agency, officer"
1672,"youth, matthew, marshall, mortuary, racks"
1673,"desk, cloud, cuagnict2015, genesys, doc"
1674,"quality, aquasafe, pall, assurance, platforms"
1675,"software, 015149, content, licence, evoq"
1676,"wycombe, refurbish, demolish, 4x, gla"
1677,"180, tonne, naturaliste, rv, trawler"
1678,"oracle, requires, dmirs, java, developer"
1679,"cannington, regional, located, western, australia"
1680,"platfrom, reconciliation, financial, analysis, data"
1681,"twa2021005, boelen, bart, website, dwer102522"
1682,"cuatps2019, 200, 2020, monitors, support"
1683,"delivery, metropolitan, rail, health, design"
1684,"dwers, builds, transwa, network, water"
1685,"mhc, kpmg, accelerated, reporting, model"
1686,"removal, main, tree, oval, hbfa"
1687,"leadership, assessment, destination, labs, survey"
1688,"modelling, court, data, cleaning, resurfacing"
1689,"dollar, officer, claims, po, mei"
1690,"supply, perth, seafood, fodder, zoo"
1691,"2020, true, stationery, 2021, microsoft"
1692,"dol, öld, improvement, uplift, camms"
1693,"surgicentre, development, analyst, intelligence, case"
1694,"nmhs, controls, health, check, rig"
1695,"david, malcolm, network, connectivity, dmjc"
1696,"year, 23, processing, 2022, payroll"
1697,"öld, remediation, damage, wanju, marr"
1698,"probity, mel, zscaler, fal, advisory"
1699,"doj201806350, doj, dollars, facilities, coordinator"
1700,"officer, airport, forrestfield, link, surveillance"
1701,"procurement, metronet, public, coordinator, railcar"
1702,"office, paper, supplies, copy, stationery"
1703,"dollar, street, moore, sac, cul"
1704,"research, tcl, murdoch, carnaby, cockatoo"
1705,"öld, data, analyst, monitoring, condition"
1706,"perfusion, group, atlassian, confluence, hbf"
1707,"dalmain, school, primary, electricity, cuaelc2012"
1708,"tenable, border, drought, fundamentals, engineering"
1709,"life, combined, half, ladder, clp3"
1710,"domain01, cisco, rack, nexus, switches"
1711,"pl, adf, experian, qas, printing"
1712,"dolphin, assessments, feedback, degree, 360"
1713,"outgoings, transformation, rent, construct, knowledge"
1714,"workshop, casuarina, machine, print, binder"
1715,"upgrade, admin, architectural, education, stimulus"
1716,"environmental, schedule, protection, regulations, 1987"
1717,"ps, high, yard, wycombe, relocation"
1718,"dol800116, öld, maintenance, fence, gate"
1719,"passenger, secure, snipe, security, resource"
1720,"preparation, program, wheatbelt, bank, revegetation"
1721,"9010, 9009, 200, dell, lots"
1722,"strategy, rehabilitation, advisory, finalisation, technical"
1723,"tree, canopy, data, monitor, urban"
1724,"mcgrath, analyst, cuatps2019, payroll, dplhpe008081"
1725,"costs, chain, contingency, medicines, 6840"
1726,"doherty, doh202210329, dol800116, engineer, signalling"
1727,"architecture, pathwest, medicine, issued, lis"
1728,"governance, model, property, ni, review"
1729,"primary, upgrade, admin, stimulus, millen"
1730,"approximately, delivery, supply, passenger, seats"
1731,"rentals, displays, pid, reports, parking"
1732,"interop, workers, teams, creche, amep"
1733,"doj, öld, maintenance, acacia, woodlot"
1734,"doh20194700, dpird2021065, licences, quest, kace"
1735,"pilbara, hyperion, obiee, vegetation, endpoint"
1736,"dol800116, öld, senior, officer, lms"
1737,"rear, racking, mesh, pallet, apc"
1738,"i5, supply, 314, 678, crossbred"
1739,"revaluation, sharepoint, cuagnict2015, cuahrs2015, cuaicts2015"
1740,"doing, dollars, officer, engineering, byford"
1741,"pathways, hosting, camhs, geraldton, campus"
1742,"wa, https, accepted, lodgement, quotes"
1743,"switchboard, sites, technical, vinyl, hospital"
1744,"mwdc20210907, housing, market, loooma, pw980"
1745,"high, school, education, building, panel"
1746,"group, website, hatchd, 5670, cc112"
1747,"stops, amelia, embayments, 26342, 26343"
1748,"designing, information, noongar, technology, migration"
1749,"öld, road, report, hay, dsi"
1750,"education, yarralinka, primary, school, safety"
1751,"notebooks, purchase, latitude, computers, notebook"
1752,"uv, condition, visual, heald, audio"
1753,"consultancy, term, advisory, short, medium"
1754,"study, commission, west, australia, western"
1755,"office, storage, dell, netball, expansion"
1756,"medicine, bio, rad, purchase, pathwest"
1757,"respirator, vm, agreement, enterprise, microsoft"
1758,"club, champs, switchboards, hbf, stadium"
1759,"wachs, patrols, market, culturally, analysis"
1760,"station, specification, culverts, challis, platform"
1761,"option, proposed, production, pit, gravel"
1762,"plan, 19, covid, recovery, campaign"
1763,"education, community, training, school, tomato"
1764,"kalbarri, capacity, delivery, installation, supply"
1765,"www, https, accepted, quotes, lodgement"
1766,"adjudicator, metropolitan, east, microscope, health"
1767,"doing, dollars, development, sql, ccc1020"
1768,"doherty, dol800116, domestic, support, desktop"
1769,"broome, health, perth, area, wa"
1770,"dol800116, issues, cssd, review, hr"
1771,"dvs, vaccine, mailroom, clerical, administrative"
1772,"training, fitout, furniture, guildford, od"
1773,"roads, depot, fencing, kununurra, parking"
1774,"doing, dollar, öld, membership, ancap"
1775,"domain02, pump, outs, mwg, pw290"
1776,"relocation, land, surveying, gis, consultancy"
1777,"engagement, administration, delivery, infrastructure, clerical"
1778,"c21, ord, 2939, 2936, slk"
1779,"öld, 2022, 2023, renewal, imperva"
1780,"platform, digital, performance, party, audit"
1781,"l1, l4, nw, crd, furniture"
1782,"doing, dollar, öld, online, subscriptions"
1783,"site, cleaning, employee, bunbury, dispensers"
1784,"engagement, geodetic, ssc, cuatps2019, category"
1785,"nation, yamatji, silver, bbc, financial"
1786,"öld, road, coast, geodetic, wheatley"
1787,"16e, refresh, field, oxygel, 107"
1788,"science, school, primary, education, upgrade"
1789,"doing, doherty, dollar, support, gis"
1790,"midland, data, implementation, indian, warehouse"
1791,"essential, rems, aboriginal, municipal, corporation"
1792,"meeting, rooms, visual, audio, wais"
1793,"doh20206805, senior, systems, personnel, analyst"
1794,"extension, roof, deck, cafe, zamia"
1795,"dishwasher, motorplex, waas, hbf, replacement"
1796,"laptops, manager, ict, hrmis, program"
1797,"capabilities, review, directive, forensic, audit"
1798,"website, radio, interface, classes, railcar"
1799,"deliver, plan, recovery, program, pivot"
1800,"primary, school, education, classrooms, ps"
1801,"hpl, track, loader, delivery, supply"
1802,"doherty, doh202210329, lead, branch, party"
1803,"doing, doherty, dol800116, licenses, lastpass"
1804,"ridge, secondary, college, electricity, cuaelc2012"
1805,"programmed, contractors, pfm, primary, school"
1806,"program, testing, cua, penetration, afa2018"
1807,"accounting, licensing, da, hamlin, hydrographic"
1808,"capital, communities, personnel, temp, cuatps2019"
1809,"required, perth, electricity, zoo, personnel"
1810,"pbcs, oacs, support, contract, maintenance"
1811,"doing, dollar, öld, engineering, geotechnical"
1812,"analyst, pivotal, trbwa, replacement, lis"
1813,"dol, öld, purchase, secondhand, grader"
1814,"transport, tcl, yre, vertical, cso"
1815,"dollar, öld, solution, solutions, mobile"
1816,"dollars, öld, intelligence, subscriptions, tableau"
1817,"telemetry, tool, budget, beagle, gw"
1818,"nec, telecommunication, rsc, breastscreen, clinic"
1819,"clearing, coordinating, engineer, avenue, denny"
1820,"school, health, district, high, education"
1821,"cisco, police, regional, hepatitis, cuagnict2015"
1822,"06, road, order, freight, chiller"
1823,"doherty, pilot, tracking, gps, offender"
1824,"doj, dollar, öld, development, chatbot"
1825,"dol, school, bus, harvey, roelands"
1826,"experienced, firebreaks, support, maintenance, health"
1827,"support, ts, customer, personnel, officer"
1828,"balancer, emc, maintenance, fortinet, renewal"
1829,"dol800116, forest, native, harvest, haul"
1830,"network, development, grants, talent, framework"
1831,"cuagnict2015, developer, net, network, microsurfacing"
1832,"meals, esc, safes, lakeland, south"
1833,"501, maya, mirnutharntu, accommodation, kununurra"
1834,"dol800116, öld, 19, covid, shicc"
1835,"operations, cell, 19, covid, shicc"
1836,"upgrade, portions, separable, senior, toilet"
1837,"interface, dynamometer, engineer, manager, communications"
1838,"cvd, analysis, ascender, data, lead"
1839,"ict, consultancy, strategy, security, relocation"
1840,"data, plan, transformation, cuaicts2015, analytics"
1841,"relocations, engineer, electrical, depot, bellevue"
1842,"supply, active, smart, optics, mux"
1843,"öld, st, car, parking, kensington"
1844,"testing, seeking, analysis, solution, various"
1845,"replacement, street, 15, jetty, barrack"
1846,"lakelands, station, solution, centre, metronet"
1847,"wa, area, aboriginal, western, australia"
1848,"piles, gorge, geikie, dbca243wq942021, dnggu"
1849,"supply, perth, power, busport, uninterruptible"
1850,"model, knowledge, migration, data, warda"
1851,"price, tom, upgrade, air, conditioning"
1852,"battery, application, java, analyst, analysis"
1853,"dollar, öld, 2022, assessment, impact"
1854,"remediation, soil, 151, ardyaloon, sl"
1855,"primary, installation, education, gla, 1x"
1856,"dol, öld, dpird2023079, livestock, purchases"
1857,"dollar, öld, development, sondap, toolbox"
1858,"covid, community, covid19, vaccination, clinic"
1859,"qualified, suitably, maintenance, provide, requires"
1860,"delivery, phase, quantity, surveyor, lak"
1861,"domains, dome, check, skin, vouchers"
1862,"infrastructure, surrounds, bin, hbf, park"
1863,"title, digital, modern, ag, roadmap"
1864,"location, hire, solutions, architect, labour"
1865,"functions, davs, microsoft, supply, support"
1866,"dol800116, mhc, review, operational, model"
1867,"tom, doctors, primary, cassia, refurbishment"
1868,"station, hardware, claremont, ritm0119524, 201127"
1869,"dol, ict, hss, resourcing, outsourced"
1870,"dollar, öld, industry, agricultural, inquiry"
1871,"doh202210329, dol, software, venue, bookings"
1872,"2022, program, local, grant, compassionate"
1873,"floor, space, energy, exhibition, aog"
1874,"construction, mentoring, training, road, program"
1875,"lauren, rd, merredin, sandiford, moonamang"
1876,"water, basketball, boiler, bendat, heater"
1877,"contractors, behalf, programmed, pfm, pty"
1878,"enablers, consultancy, 19, covid, hive"
1879,"group, civil, coordinating, geotechnical, engineer"
1880,"solution, order, form, cuaicts2021, attached"
1881,"2020, manager, dmirs1511119, nopims, program"
1882,"development, manager, application, player, personnel"
1883,"pathology, surveillance, 3019, officer, senior"
1884,"nopims, hrs, 433, geoscience, pam"
1885,"administration, leeann, leann, hawkins, assistant"
1886,"support, senior, dmirs21726, dpird2022117, officer"
1887,"upgrade, lecture, warehouse, data, audio"
1888,"hbf, arena, hbfa, carpet, tiles"
1889,"öld, engineering, governance, assurance, principal"
1890,"painting, bmw2020, 03203, exterior, quairading"
1891,"ipad, trollies, probity, sites, hcs"
